Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1770492025,2026-02-07T19:20:25Z,AAL1189,"25.765825,-80.236526",800,129,300
1770492027,2026-02-07T19:20:27Z,AAL1189,"25.766373,-80.237633",775,129,299
1770492029,2026-02-07T19:20:29Z,AAL1189,"25.766989,-80.2388",750,129,299
1770492031,2026-02-07T19:20:31Z,AAL1189,"25.767874,-80.240616",725,130,298
1770492033,2026-02-07T19:20:33Z,AAL1189,"25.768524,-80.241905",700,130,299
1770492035,2026-02-07T19:20:35Z,AAL1189,"25.769165,-80.243073",675,131,299
1770492043,2026-02-07T19:20:43Z,AAL1189,"25.771366,-80.247353",575,131,299
1770492045,2026-02-07T19:20:45Z,AAL1189,"25.77211,-80.248856",550,131,298
1770492047,2026-02-07T19:20:47Z,AAL1189,"25.772781,-80.250244",525,130,298
1770492053,2026-02-07T19:20:53Z,AAL1189,"25.774485,-80.253731",475,129,298
1770492064,2026-02-07T19:21:04Z,AAL1189,"25.777267,-80.2593",375,130,301
1770492067,2026-02-07T19:21:07Z,AAL1189,"25.77832,-80.261177",325,131,300
1770492069,2026-02-07T19:21:09Z,AAL1189,"25.779053,-80.262657",300,130,299
1770492071,2026-02-07T19:21:11Z,AAL1189,"25.779739,-80.263977",275,129,299
1770492073,2026-02-07T19:21:13Z,AAL1189,"25.780243,-80.264992",250,128,299
1770492075,2026-02-07T19:21:15Z,AAL1189,"25.780815,-80.266167",250,128,299
1770492077,2026-02-07T19:21:17Z,AAL1189,"25.781433,-80.267281",225,128,299
1770492079,2026-02-07T19:21:19Z,AAL1189,"25.782211,-80.268806",200,129,299
1770492081,2026-02-07T19:21:21Z,AAL1189,"25.782761,-80.269875",175,129,299
1770492083,2026-02-07T19:21:23Z,AAL1189,"25.783264,-80.270897",150,129,299
1770492086,2026-02-07T19:21:26Z,AAL1189,"25.784027,-80.272385",125,129,299
1770492088,2026-02-07T19:21:28Z,AAL1189,"25.784592,-80.273491",100,128,299
1770492090,2026-02-07T19:21:30Z,AAL1189,"25.785187,-80.274712",75,129,299
1770492097,2026-02-07T19:21:37Z,AAL1189,"25.787292,-80.278831",0,129,299
1770492108,2026-02-07T19:21:48Z,AAL1189,"25.790739,-80.285652",0,128,298
1770492116,2026-02-07T19:21:56Z,AAL1189,"25.792801,-80.289673",0,104,298
1770492124,2026-02-07T19:22:04Z,AAL1189,"25.794279,-80.292458",0,68,300
1770492128,2026-02-07T19:22:08Z,AAL1189,"25.79471,-80.29335",0,47,298
1770492131,2026-02-07T19:22:11Z,AAL1189,"25.79488,-80.293617",0,34,302
1770492132,2026-02-07T19:22:12Z,AAL1189,"25.79505,-80.293861",0,29,305
1770492135,2026-02-07T19:22:15Z,AAL1189,"25.7953,-80.294098",0,22,316
1770492139,2026-02-07T19:22:19Z,AAL1189,"25.79563,-80.294373",0,20,327
1770492142,2026-02-07T19:22:22Z,AAL1189,"25.79586,-80.294502",0,18,333
1770492146,2026-02-07T19:22:26Z,AAL1189,"25.796181,-80.294548",0,17,353
1770492149,2026-02-07T19:22:29Z,AAL1189,"25.79644,-80.294579",0,18,355
1770492153,2026-02-07T19:22:33Z,AAL1189,"25.796749,-80.294548",0,17,2
1770492156,2026-02-07T19:22:36Z,AAL1189,"25.796949,-80.294456",0,16,13
1770492160,2026-02-07T19:22:40Z,AAL1189,"25.797159,-80.294212",0,17,42
1770492164,2026-02-07T19:22:44Z,AAL1189,"25.79718,-80.293861",0,17,82
1770492167,2026-02-07T19:22:47Z,AAL1189,"25.79706,-80.293602",0,19,111
1770492171,2026-02-07T19:22:51Z,AAL1189,"25.796909,-80.29332",0,18,124
1770492176,2026-02-07T19:22:56Z,AAL1189,"25.79674,-80.292938",0,17,119
1770492179,2026-02-07T19:22:59Z,AAL1189,"25.79661,-80.292717",0,18,120
1770492182,2026-02-07T19:23:02Z,AAL1189,"25.796511,-80.292488",0,17,118
1770492188,2026-02-07T19:23:08Z,AAL1189,"25.79636,-80.292229",0,9,120
1770492193,2026-02-07T19:23:13Z,AAL1189,"25.796261,-80.292007",0,9,118
1770492201,2026-02-07T19:23:21Z,AAL1189,"25.796141,-80.291786",0,7,119
1770492213,2026-02-07T19:23:33Z,AAL1189,"25.796021,-80.29158",0,4,123
1770492221,2026-02-07T19:23:41Z,AAL1189,"25.795931,-80.291351",0,7,115
1770492228,2026-02-07T19:23:48Z,AAL1189,"25.795759,-80.291031",0,13,117
1770492232,2026-02-07T19:23:52Z,AAL1189,"25.79563,-80.290787",0,14,120
1770492236,2026-02-07T19:23:56Z,AAL1189,"25.795469,-80.290497",0,17,121
1770492240,2026-02-07T19:24:00Z,AAL1189,"25.795321,-80.290169",0,18,117
1770492243,2026-02-07T19:24:03Z,AAL1189,"25.7952,-80.289886",0,19,116
1770492246,2026-02-07T19:24:06Z,AAL1189,"25.795,-80.289528",0,21,119
1770492250,2026-02-07T19:24:10Z,AAL1189,"25.794849,-80.289253",0,21,119
1770492253,2026-02-07T19:24:13Z,AAL1189,"25.79467,-80.288902",0,20,119
1770492256,2026-02-07T19:24:16Z,AAL1189,"25.79454,-80.288651",0,19,119
1770492259,2026-02-07T19:24:19Z,AAL1189,"25.7945,-80.288399",0,18,108
1770492261,2026-02-07T19:24:21Z,AAL1189,"25.794559,-80.288193",0,18,88
1770492266,2026-02-07T19:24:26Z,AAL1189,"25.794901,-80.287979",0,21,36
1770492269,2026-02-07T19:24:29Z,AAL1189,"25.795259,-80.288033",0,21,356
1770492273,2026-02-07T19:24:33Z,AAL1189,"25.79549,-80.288078",0,19,346
1770492276,2026-02-07T19:24:36Z,AAL1189,"25.79574,-80.288048",0,19,358
1770492278,2026-02-07T19:24:38Z,AAL1189,"25.79604,-80.288071",0,21,357
1770492282,2026-02-07T19:24:42Z,AAL1189,"25.7964,-80.288109",0,20,355
1770492286,2026-02-07T19:24:46Z,AAL1189,"25.79677,-80.288116",0,20,357
1770492288,2026-02-07T19:24:48Z,AAL1189,"25.79698,-80.288132",0,21,357
1770492290,2026-02-07T19:24:50Z,AAL1189,"25.79719,-80.288139",0,22,357
1770492294,2026-02-07T19:24:54Z,AAL1189,"25.79747,-80.288132",0,21,359
1770492295,2026-02-07T19:24:55Z,AAL1189,"25.79767,-80.288147",0,21,357
1770492299,2026-02-07T19:24:59Z,AAL1189,"25.79804,-80.288177",0,20,357
1770492301,2026-02-07T19:25:01Z,AAL1189,"25.798241,-80.288193",0,21,357
1770492304,2026-02-07T19:25:04Z,AAL1189,"25.798531,-80.2882",0,20,358
1770492308,2026-02-07T19:25:08Z,AAL1189,"25.79882,-80.288223",0,17,356
1770492311,2026-02-07T19:25:11Z,AAL1189,"25.79903,-80.288162",0,16,9
1770492314,2026-02-07T19:25:14Z,AAL1189,"25.79924,-80.287956",0,18,35
1770492317,2026-02-07T19:25:17Z,AAL1189,"25.79933,-80.287727",0,18,60
1770492320,2026-02-07T19:25:20Z,AAL1189,"25.79937,-80.287468",0,18,79
1770492324,2026-02-07T19:25:24Z,AAL1189,"25.79936,-80.287117",0,18,94
1770492328,2026-02-07T19:25:28Z,AAL1189,"25.79937,-80.286842",0,18,90
1770492330,2026-02-07T19:25:30Z,AAL1189,"25.7994,-80.286568",0,18,86
1770492333,2026-02-07T19:25:33Z,AAL1189,"25.799419,-80.286301",0,18,86
1770492337,2026-02-07T19:25:37Z,AAL1189,"25.799431,-80.285919",0,18,88
1770492341,2026-02-07T19:25:41Z,AAL1189,"25.799431,-80.285553",0,18,87
1770492345,2026-02-07T19:25:45Z,AAL1189,"25.79944,-80.285233",0,16,88
1770492349,2026-02-07T19:25:49Z,AAL1189,"25.799459,-80.285011",0,15,85
1770492352,2026-02-07T19:25:52Z,AAL1189,"25.79949,-80.284729",0,14,84
1770492357,2026-02-07T19:25:57Z,AAL1189,"25.79941,-80.284462",0,11,101
1770492364,2026-02-07T19:26:04Z,AAL1189,"25.799179,-80.284264",0,10,136
1770492368,2026-02-07T19:26:08Z,AAL1189,"25.798969,-80.284157",0,12,147
1770492374,2026-02-07T19:26:14Z,AAL1189,"25.79867,-80.284142",0,11,170
1770492378,2026-02-07T19:26:18Z,AAL1189,"25.798441,-80.284142",0,10,174
1770492389,2026-02-07T19:26:29Z,AAL1189,"25.798187,-80.284134",0,3,177
